buyOrderCount,url,sellOrderList,buyOrderList,totalQty,sellOrderCount
5,http://backpack.tf/stats/Strange/Black Box/Tradable/Craftable,8.55 ref;8.33 ref;8.22 ref;8.11 ref;8 ref,8.66 ref;8.77 ref;8.77 ref;9 ref;9 ref,"63,125",5
0,http://backpack.tf/stats/Genuine/Black Box/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Black Box/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"1,060,969",0
0,http://backpack.tf/stats/Haunted/Birdman of Australiacatraz/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Birdman of Australiacatraz/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Birdman of Australiacatraz/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Birdman of Australiacatraz/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Birdman of Australiacatraz/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Birdie Bonnet/Tradable/Craftable,,,,0
5,http://backpack.tf/stats/Unique/Birdman of Australiacatraz/Tradable/Craftable,2.66 ref;2.66 ref;2.66 ref;2.66 ref;2.66 ref,2.88 ref;3 ref;3 ref;3 ref;3 ref,"33,675",5
0,http://backpack.tf/stats/Vintage/Birdie Bonnet/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Haunted/Birdie Bonnet/Tradable/Craftable,6.66 ref,10 ref;10 ref;10 ref,"2,434",1
0,http://backpack.tf/stats/Genuine/Birdie Bonnet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Birdcage/Tradable/Craftable,,,only one,0
2,http://backpack.tf/stats/Unique/Birdie Bonnet/Tradable/Craftable,6 ref,10 ref;11 ref,479,1
0,http://backpack.tf/stats/Strange/Birdie Bonnet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Birdcage/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Birdcage/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Birdcage/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Birdcage/Tradable/Craftable,1.11 ref;1.11 ref;1 ref,1.22 ref;1.22 ref;1.33 ref;1.33 ref;1.33 ref,"13,345",3
0,http://backpack.tf/stats/Genuine/Birdcage/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Bird-Man of Aberdeen/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Vintage/Bird-Man of Aberdeen/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bird-Man of Aberdeen/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Biomech Backpack/Tradable/Craftable,,,,0
5,http://backpack.tf/stats/Strange/Bird-Man of Aberdeen/Tradable/Craftable,"1 key, 2 ref;1 key, 1.33 ref;1 key, 1.33 ref;1 key, 1 ref;1 key","1 key, 3 ref;1 key, 6 ref;1 key, 6.66 ref;1 key, 17 ref;2 keys","4,554",5
0,http://backpack.tf/stats/Strange/Biomech Backpack/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Biomech Backpack/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bird-Man of Aberdeen/Tradable/Craftable,1.22 ref;1.11 ref,1.44 ref;1.44 ref;2 ref;2 ref;2.55 ref,"46,087",2
0,http://backpack.tf/stats/Haunted/Bird-Man of Aberdeen/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Biomech Backpack/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Biomech Backpack/Tradable/Craftable,2.44 ref;2 ref;0.66 ref,2.55 ref;2.66 ref;2.77 ref;3 ref;3 ref,"3,549",3
4,http://backpack.tf/stats/Genuine/Biomech Backpack/Tradable/Craftable,8 ref;8 ref;7.66 ref;7.44 ref;5.33 ref,9 ref;9 ref;9.11 ref;9.33 ref,"7,898",5
0,http://backpack.tf/stats/Haunted/Bill's Hat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Bill's Hat/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Strange/Bill's Hat/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Vintage/Bill's Hat/Tradable/Craftable,"10 keys;10 keys;9 keys, 12 ref;9 keys, 12 ref;9 keys, 12 ref","10 keys, 10 ref;11 keys;11 keys;11 keys;11 keys","1,526",5
0,http://backpack.tf/stats/Collector's/Bigg Mann on Campus/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Genuine/Bill's Hat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Bigg Mann on Campus/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bill's Hat/Tradable/Craftable,"2 keys, 2 ref;2 keys, 2 ref;2 keys, 2 ref;2 keys, 2 ref;2 keys, 2 ref","2 keys, 0.16 ref;39.16 ref;2 keys, 2.61 ref;40.66 ref;2 keys, 3 ref","106,042",5
0,http://backpack.tf/stats/Vintage/Bigg Mann on Campus/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Bigg Mann on Campus/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bigg Mann on Campus/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bigg Mann on Campus/Tradable/Craftable,2.66 ref;2.66 ref;2.55 ref;2.55 ref;2.55 ref,3 ref;3 ref;3 ref;3 ref;3 ref,"39,283",5
0,http://backpack.tf/stats/Haunted/Big Steel Jaw of Summer Fun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Big Steel Jaw of Summer Fun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Big Steel Jaw of Summer Fun/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Big Steel Jaw of Summer Fun/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Steel Jaw of Summer Fun/Tradable/Craftable,1.11 ref;1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"24,288",3
0,http://backpack.tf/stats/Haunted/Big Kill/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Big Kill/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Big Kill/Tradable/Craftable,,,9,0
0,http://backpack.tf/stats/Genuine/Big Kill/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Big Elfin Deal/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Strange/Big Elfin Deal/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Big Elfin Deal/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Unique/Big Kill/Tradable/Craftable,"6 keys, 13 ref;6 keys, 12.33 ref;6 keys, 12.11 ref;6 keys, 12 ref;6 keys, 12 ref",7 keys;7 keys;8 keys,"8,267",5
0,http://backpack.tf/stats/Genuine/Big Steel Jaw of Summer Fun/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Big Elfin Deal/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Elfin Deal/Tradable/Craftable,1.11 ref;1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"12,199",3
2,http://backpack.tf/stats/Collector's/Big Earner/Tradable/Craftable,5 keys,5 keys;5 keys,114,1
0,http://backpack.tf/stats/Collector's/Big Kill/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Genuine/Big Elfin Deal/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Earner/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.11 ref;0.11 ref,"938,055",0
0,http://backpack.tf/stats/Collector's/Big Daddy/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Haunted/Big Earner/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Big Earner/Tradable/Craftable,6.77 ref;6.66 ref;6.66 ref;6.66 ref;6.55 ref,6.66 ref;6.66 ref;7 ref;7 ref;7 ref,"36,650",5
0,http://backpack.tf/stats/Genuine/Big Earner/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Big Earner/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Big Daddy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Big Daddy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Big Daddy/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Genuine/Big Daddy/Tradable/Craftable,2.66 ref;2.44 ref;2.33 ref;2.33 ref;2.11 ref,2.33 ref;2.5 ref;2.55 ref;2.77 ref,"22,744",5
0,http://backpack.tf/stats/Collector's/Big Country/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Strange/Big Country/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Daddy/Tradable/Craftable,1.11 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;2 ref;2 ref;6 keys,"1,455",3
0,http://backpack.tf/stats/Vintage/Big Country/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Big Country/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Big Chief/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Haunted/Big Country/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Country/Tradable/Craftable,1 ref,1 ref;1.33 ref;1.33 ref;1.33 ref;1.44 ref,"21,058",1
0,http://backpack.tf/stats/Vintage/Big Chief/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Big Chief/Tradable/Craftable,1.55 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,1.55 ref;1.66 ref;1.66 ref;1.66 ref;1.66 ref,"17,780",5
0,http://backpack.tf/stats/Genuine/Big Chief/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Berliner's Bucket Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Berliner's Bucket Helm/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Strange/Berliner's Bucket Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Berliner's Bucket Helm/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Berliner's Bucket Helm/Tradable/Craftable,1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.44 ref,"25,362",1
0,http://backpack.tf/stats/Haunted/Berlin Brain Bowl/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Big Chief/Tradable/Craftable,5.88 ref;5.77 ref;5.66 ref;5.66 ref;5.66 ref,6 ref;6 ref;6 ref;6.66 ref;7 ref,"4,501",5
0,http://backpack.tf/stats/Haunted/Big Chief/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Berliner's Bucket Helm/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Berlin Brain Bowl/Tradable/Craftable,12 ref;10.44 ref;10.33 ref;9.66 ref;9.66 ref,11.66 ref;15 ref;15 ref;1 key;1 key,"1,547",5
0,http://backpack.tf/stats/Genuine/Berlin Brain Bowl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Berlin Brain Bowl/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Collector's/Belgian Detective/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Vintage/Berlin Brain Bowl/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Berlin Brain Bowl/Tradable/Craftable,5.55 ref;5.11 ref;5 ref;5 ref;5 ref,5.66 ref;5.66 ref;6.22 ref;6.33 ref;6.33 ref,"9,773",5
0,http://backpack.tf/stats/Genuine/Belgian Detective/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Belgian Detective/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Belgian Detective/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Beggar's Bazooka/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Beggar's Bazooka/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Belgian Detective/Tradable/Craftable,1.22 ref;1.11 ref;1.11 ref;1.11 ref;1.11 ref,1.55 ref;1.55 ref;1.66 ref;1.66 ref;1.66 ref,"16,789",5
5,http://backpack.tf/stats/Strange/Beggar's Bazooka/Tradable/Craftable,1.44 ref;1.44 ref;1.33 ref;1.33 ref,1.66 ref;1.66 ref;2 ref;2 ref;2.33 ref,"83,359",4
5,http://backpack.tf/stats/Unique/Beggar's Bazooka/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.11 ref,"811,144",0
0,http://backpack.tf/stats/Collector's/Beep Man/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Genuine/Beggar's Bazooka/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Beep Man/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Beep Man/Tradable/Craftable,10 keys;8 keys;6 keys;5 keys,,376,4
0,http://backpack.tf/stats/Strange/Belgian Detective/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Beep Man/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Collector's/Beggar's Bazooka/Tradable/Craftable,"6 keys;4 keys, 9 ref",6 keys,131,2
0,http://backpack.tf/stats/Collector's/Beep Boy/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Strange/Beep Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Beep Man/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Beep Man/Tradable/Craftable,"2 keys, 12.77 ref;2 keys, 12.66 ref;2 keys, 12.33 ref;2 keys, 11 ref;2 keys, 7 ref","3 keys;3 keys, 10 ref;4 keys;4 keys;4 keys","3,028",5
0,http://backpack.tf/stats/Haunted/Beep Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Beep Boy/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Beastly Bonnet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Beep Boy/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Beep Boy/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.44 ref,"16,857",5
0,http://backpack.tf/stats/Collector's/Beastly Bonnet/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Beastly Bonnet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Beastly Bonnet/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/Beastly Bonnet/Tradable/Craftable,4.11 ref;4 ref;3.88 ref;3.88 ref;3.77 ref,4 ref;4 ref;4 ref;4 ref;5 ref,"15,980",5
5,http://backpack.tf/stats/Unique/Beastly Bonnet/Tradable/Craftable,1.11 ref;1.11 ref;1 ref;1 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"3,957",5
0,http://backpack.tf/stats/Strange/Beast From Below/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Beast From Below/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Beast From Below/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Haunted/Beast From Below/Tradable/Craftable,4 ref;2.33 ref;2.33 ref,9 ref;2 keys;5 keys,"2,344",3
0,http://backpack.tf/stats/Genuine/Beast From Below/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Bearded Bombardier/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Unique/Beast From Below/Tradable/Craftable,3.33 ref;3.33 ref;3 ref;3 ref,10 ref;10 ref,472,4
0,http://backpack.tf/stats/Collector's/Bearded Bombardier/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bearded Bombardier/Tradable/Craftable,5.55 ref;5.44 ref;5.44 ref;5.44 ref;5.44 ref,5 ref;5.66 ref;5.77 ref;5.77 ref;5.77 ref,"52,283",5
0,http://backpack.tf/stats/Collector's/Bear Necessities/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Strange/Bearded Bombardier/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Bearded Bombardier/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Bear Necessities/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bearded Bombardier/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Bear Necessities/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bear Necessities/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bear Necessities/Tradable/Craftable,1.11 ref;1.11 ref;1 ref;1 ref;1 ref,1.33 ref;1.38 ref;1.44 ref;1.44 ref;1.44 ref,"18,386",5
0,http://backpack.tf/stats/Strange/Beacon from Beyond/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Haunted/Beacon from Beyond/Tradable/Craftable,2.66 ref;2.33 ref;2 ref,5 ref,"2,240",3
3,http://backpack.tf/stats/Unique/Beacon from Beyond/Tradable/Craftable,2.33 ref,5 ref;6 ref;6 ref,526,1
0,http://backpack.tf/stats/Collector's/Beacon from Beyond/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Collector's/Bazaar Bargain/Tradable/Craftable,"4 keys, 9 ref",,123,1
0,http://backpack.tf/stats/Strange/Bear Necessities/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Beacon from Beyond/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Bazaar Bargain/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Beacon from Beyond/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bazaar Bargain/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Bazaar Bargain/Tradable/Craftable,6.33 ref;6.33 ref;6 ref;6 ref;6 ref,6 ref;7 ref;9 ref;14 ref;16 ref,"36,755",5
0,http://backpack.tf/stats/Vintage/Bazaar Bargain/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battle-Worn Robot Taunt Processor/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Haunted/Battle-Worn Robot Taunt Processor/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bazaar Bargain/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"914,543",0
0,http://backpack.tf/stats/Strange/Battle-Worn Robot Taunt Processor/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Battle-Worn Robot Taunt Processor/Tradable/Craftable,0.33 ref;0.33 ref;0.27 ref;0.27 ref;0.27 ref,0.27 ref;0.33 ref;0.33 ref;0.33 ref;0.33 ref,"1,310,009",5
0,http://backpack.tf/stats/Strange/Battle-Worn Robot Money Furnace/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Battle-Worn Robot Taunt Processor/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battle-Worn Robot Money Furnace/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Battle-Worn Robot Money Furnace/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Battle-Worn Robot Money Furnace/Tradable/Craftable,0.33 ref;0.33 ref;0.27 ref;0.27 ref;0.27 ref,0.33 ref;0.33 ref;0.33 ref;0.33 ref;0.33 ref,"1,328,682",5
0,http://backpack.tf/stats/Genuine/Battle-Worn Robot Money Furnace/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Battle-Worn Robot Taunt Processor/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battle-Worn Robot KB-808/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Strange/Battle-Worn Robot KB-808/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Battle-Worn Robot KB-808/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battle-Worn Robot Money Furnace/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Battle-Worn Robot KB-808/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battle-Worn Robot KB-808/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Battle Bob/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battle Bob/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Battle Bob/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battle Bird/Tradable/Craftable,,,,0
5,http://backpack.tf/stats/Unique/Battle-Worn Robot KB-808/Tradable/Craftable,0.33 ref;0.33 ref;0.33 ref;0.27 ref;0.27 ref,0.33 ref;0.33 ref;0.33 ref;0.33 ref;0.33 ref,"1,319,109",5
0,http://backpack.tf/stats/Haunted/Battle Bird/Tradable/Craftable,11 ref;8.44 ref;8.11 ref,,374,3
2,http://backpack.tf/stats/Genuine/Battle Bob/Tradable/Craftable,9.33 ref;9.22 ref;9.22 ref;9.11 ref;8.66 ref,13 ref;1 key,"2,418",5
0,http://backpack.tf/stats/Collector's/Battle Bob/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Battle Bird/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Battle Bird/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Battle Bird/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battery Canteens/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Battery Canteens/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Battle Bob/Tradable/Craftable,1.33 ref;1.22 ref,1.33 ref;1.33 ref;1.33 ref;1.44 ref;1.55 ref,"7,056",2
0,http://backpack.tf/stats/Genuine/Battery Canteens/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battery Canteens/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Battery Bandolier/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Strange/Battery Canteens/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battery Bandolier/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Battery Bandolier/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Battle Bird/Tradable/Craftable,1.77 ref,3.66 ref;3.66 ref;4 ref;4 ref;6 ref,"1,579",1
5,http://backpack.tf/stats/Unique/Battery Bandolier/Tradable/Craftable,1.11 ref,1.22 ref;1.22 ref;1.22 ref;1.22 ref;1.22 ref,"22,650",1
0,http://backpack.tf/stats/Haunted/Batter's Helmet/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Unique/Battery Canteens/Tradable/Craftable,9 ref;3 ref;1 ref,12 ref,"22,521",3
0,http://backpack.tf/stats/Collector's/Batter's Helmet/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Strange/Batter's Helmet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Battery Bandolier/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Batter's Helmet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Batter's Bracers/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Haunted/Batter's Bracers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Batter's Bracers/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Batter's Helmet/Tradable/Craftable,6.11 ref;6 ref;4 ref;2 ref,6.33 ref;6.55 ref;7 ref;7 ref;7 ref,"6,349",4
0,http://backpack.tf/stats/Genuine/Batter's Bracers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Batter's Bracers/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Battalion's Backup/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Battery Bandolier/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Battalion's Backup/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1.11 ref;1.11 ref,1.22 ref;1.33 ref;1.33 ref;1.44 ref;2 ref,"46,763",5
0,http://backpack.tf/stats/Vintage/Battalion's Backup/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Batter's Bracers/Tradable/Craftable,13 ref;13 ref;13 ref,15 ref;15 ref;15 ref;16 ref;16.66 ref,"1,472",3
5,http://backpack.tf/stats/Unique/Battalion's Backup/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"981,987",0
1,http://backpack.tf/stats/Collector's/Battalion's Backup/Tradable/Craftable,"3 keys;3 keys;2 keys, 0.11 ref;2 keys",4 keys,119,4
0,http://backpack.tf/stats/Haunted/Batsaber/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Vintage/Batter's Helmet/Tradable/Craftable,10 ref;9.88 ref;9.66 ref,11 ref;11 ref;11 ref;11 ref;15 ref,"7,611",3
3,http://backpack.tf/stats/Strange/Batsaber/Tradable/Craftable,"45 keys;44 keys, 1 ref;44 keys, 1 ref;44 keys, 1 ref;44 keys","47 keys, 8 ref;47 keys, 14 ref;49 keys",207,5
0,http://backpack.tf/stats/Genuine/Batsaber/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Batsaber/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Collector's/Batbelt/Tradable/Craftable,,,,0
0,http://backpack.tf/stats/Vintage/Batsaber/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Batbelt/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Battalion's Backup/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Batbelt/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Batsaber/Tradable/Craftable,"11 keys, 1 ref;11 keys;11 keys;11 keys;11 keys","11 keys, 10 ref;11 keys, 16 ref;11 keys, 16 ref;11 keys, 18.33 ref;12 keys","1,533",5
0,http://backpack.tf/stats/Strange/Batbelt/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Bat Outta Hell/Tradable/Craftable,,,15,0
5,http://backpack.tf/stats/Unique/Batbelt/Tradable/Craftable,11.44 ref;11.44 ref;11.33 ref;11.33 ref;11.33 ref,11.66 ref;11.88 ref;12 ref;12 ref;12 ref,"1,080",5
0,http://backpack.tf/stats/Vintage/Bat Outta Hell/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Haunted/Bat Outta Hell/Tradable/Craftable,7 ref;5.66 ref;5.44 ref;4.66 ref,17 ref,"12,546",4
0,http://backpack.tf/stats/Genuine/Batbelt/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Bat Outta Hell/Tradable/Craftable,0.05 ref,0.11 ref;0.11 ref;0.11 ref;0.11 ref;0.11 ref,"187,238",1
0,http://backpack.tf/stats/Haunted/Bat Backup/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Bat Backup/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Bat Outta Hell/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Bat Outta Hell/Tradable/Craftable,,,0,0
